Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a
BUET3;24,99;-5,46;-0,97;1,961;0,00%;0,572;-0,67;-13,13;-0,39;-22,60;-36,32;-14,93%;-35,93%;0,11;-5,95%;17,79%;0,00;-124.674.000,00;-0,70;4,55%
LJQQ3;2,04;-5,34;0,81;0,155;5,98%;0,106;0,37;131,86;-0,74;89,45;1,94;0,12%;-2,91%;1,65;0,11%;-15,22%;6.321.680,00;489.790.000,00;1,01;7,66%
AVLL3;1,60;-5,22;-2,33;0,451;0,00%;0,228;-4,15;1,69;-0,33;4,36;4,32;26,74%;-5,43%;0,88;16,73%;44,56%;26.471,60;-134.409.000,00;-5,24;26,56%
CSNA3;8,72;-5,12;0,83;0,259;6,31%;0,114;1,29;2,03;-0,23;7,74;4,54;12,72%;-3,80%;1,35;7,59%;-16,24%;59.296.300,00;13.904.000.000,00;3,71;-0,31%
TLCP3;48,00;-5,02;1,76;0,824;0,00%;0,533;-2,76;-26,61;-1,33;-43,86;-43,86;-3,10%;-16,40%;0,61;-2,52%;-35,04%;0,00;262.979.000,00;1,21;9,09%
LFFE4;3,89;-4,91;4,08;0,000;0,00%;3,599;0,00;-26,50;0,00;-23,11;10,90;0,00%;0,00%;0,00;0,00%;-83,10%;0,00;51.892.000,00;0,00;0,00%
CGOS3;26,20;-4,85;1,89;0,509;0,00%;0,167;-0,83;-256,60;-0,25;-570,29;-570,29;-0,20%;-10,48%;0,54;-0,08%;-39,02%;0,00;453.387.000,00;2,48;8,97%
TCNO4;0,85;-4,82;-5,95;0,000;0,00%;0,024;-0,06;-2,04;-0,03;-14,27;-16,48;0,00%;0,00%;0,28;-1,59%;123,36%;0,00;-946.000,00;-35,76;-32,39%
PDTC3;1,00;-4,47;0,67;0,251;0,00%;0,123;0,32;6,95;-0,57;27,86;8,99;3,61%;-5,60%;2,80;2,14%;-15,06%;43.806,50;117.903.000,00;2,59;0,25%
PRML3;11,52;-4,41;1,98;18,612;0,00%;0,581;23,00;-30,33;-0,93;-63,15;1.640,31;-61,36%;-424,99%;2,02;-1,96%;-44,84%;0,00;2.192.720.000,00;2,18;32,85%
TPIS3;4,00;-4,13;0,20;0,147;5,76%;0,066;-0,16;1,00;-0,11;8,42;3,70;14,76%;-5,57%;0,15;6,97%;-4,87%;74.306,10;875.895.000,00;1,54;3,97%
ADHM3;1,56;-4,09;-1,29;770,924;0,00%;105,126;-1,43;-5,69;-1,27;-5,69;-5,81;-13.548,50%;-18.860,60%;0,00;521,70%;31,47%;2.064,00;-19.776.000,00;0,00;43,48%
BUET4;18,49;-4,04;-0,72;1,451;0,00%;0,423;-0,50;-9,72;-0,29;-19,18;-30,83;-14,93%;-35,93%;0,11;-5,95%;17,79%;0,00;-124.674.000,00;-0,70;4,55%
WEST3;5,06;-4,01;0,26;0,366;0,00%;0,191;0,50;-1,48;0,59;1,13;1,96;-24,79%;-9,13%;3,00;-24,72%;-6,41%;158.112,00;218.842.000,00;0,04;-13,05%
PMET5;0,65;-3,95;-0,16;4,518;0,00%;30,248;-0,22;89,99;-0,16;503,88;503,88;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%
TRAD3;6,09;-3,93;1,30;6,842;0,00%;1,066;2,39;-5,31;2,45;-4,79;-6,08;-128,84%;-174,06%;6,24;-22,42%;-33,16%;274.072,00;186.935.000,00;0,00;-28,74%
LFFE3;3,11;-3,92;3,26;0,000;0,00%;2,877;0,00;-21,18;0,00;-17,80;8,39;0,00%;0,00%;0,00;0,00%;-83,10%;0,00;51.892.000,00;0,00;0,00%
AMOB3;11,97;-3,89;0,20;0,027;0,00%;0,053;0,24;1,21;-0,29;8,53;4,84;2,24%;-0,69%;1,63;5,78%;-5,20%;775.490,00;2.241.000.000,00;1,35;0,00%
FBMC3;80,00;-3,78;-0,92;3,858;0,00%;1,384;-1,79;-2,85;-0,64;-3,31;-3,69;-135,59%;-101,97%;0,31;-64,70%;24,19%;0,00;-63.552.000,00;-0,15;-31,66%
AMBP3;0,58;-3,78;0,89;0,134;0,00%;0,057;0,21;0,86;-0,13;6,50;3,68;15,56%;-2,56%;2,72;9,57%;-23,47%;24.810.300,00;1.093.330.000,00;10,10;56,82%
PTBL3;3,75;-3,60;2,13;0,206;0,00%;0,146;-6,93;5,12;-0,25;14,80;5,07;4,01%;-5,70%;0,94;3,90%;-59,00%;651.554,00;248.654.000,00;5,17;9,35%
TLCP4;34,11;-3,57;1,25;0,586;0,00%;0,379;-1,96;-18,91;-0,95;-36,16;-36,16;-3,10%;-16,40%;0,61;-2,52%;-35,04%;0,00;262.979.000,00;1,21;9,09%
BECE3;9,10;-3,42;8,72;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-255,20%;0,00;96.496.000,00;0,00;12,81%
ARTR3;10,01;-3,33;1,91;1,041;0,00%;0,274;27,64;6,72;-0,38;21,37;6,92;15,48%;-31,22%;1,08;4,68%;-57,15%;0,00;3.020.390.000,00;4,98;11,90%
BECE4;8,75;-3,29;8,38;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-255,20%;0,00;96.496.000,00;0,00;12,81%
AZTE3;0,40;-3,19;0,90;39,718;0,00%;0,642;-7,58;-16,02;-2,30;-17,01;-22,54;-247,94%;-1.245,45%;0,08;-4,09%;-28,23%;1.855.640,00;150.681.000,00;0,06;0,00%
RNEW11;3,23;-3,17;0,31;1,018;0,00%;0,133;-3,28;-11,15;-0,28;-29,02;15,34;-9,13%;-32,12%;0,69;-1,26%;-9,80%;2.925,63;1.292.890.000,00;0,57;39,75%
RNEW3;1,01;-2,97;0,29;0,955;0,00%;0,125;-3,07;-10,46;-0,26;-28,33;14,98;-9,13%;-32,12%;0,69;-1,26%;-9,80%;52.457,00;1.292.890.000,00;0,57;39,75%
PNOR6;1,87;-2,90;0,55;0,354;0,00%;0,205;0,70;8,52;-2,32;4,57;4,57;4,15%;-11,74%;2,50;3,61%;-18,84%;0,00;158.071.000,00;0,42;1,34%
PNOR5;1,87;-2,90;0,55;0,354;0,00%;0,205;0,70;8,52;-2,32;4,57;4,57;4,15%;-11,74%;2,50;3,61%;-18,84%;0,00;158.071.000,00;0,42;1,34%
STRP4;0,21;-2,85;-0,43;0,416;0,00%;0,111;-0,18;-0,45;-0,09;-1,15;-1,15;-91,82%;-14,58%;0,13;-25,49%;14,95%;0,00;-12.498.000,00;-0,66;-36,39%
SOMA3;5,94;-2,81;0,80;0,867;0,00%;0,486;2,01;7,45;19,87;9,24;6,13;11,63%;-30,81%;2,36;7,81%;-28,52%;0,00;5.809.620.000,00;0,33;58,94%
RNEW4;0,95;-2,80;0,27;0,898;0,00%;0,117;-2,89;-9,84;-0,24;-27,71;14,65;-9,13%;-32,12%;0,69;-1,26%;-9,80%;105.706,00;1.292.890.000,00;0,57;39,75%
CEED4;20,00;-2,76;-0,36;0,233;0,00%;0,159;2,78;2,22;-0,14;10,87;8,19;10,47%;-8,43%;1,22;8,84%;13,09%;0,00;-3.777.380.000,00;-1,67;8,27%
MEAL3;1,24;-2,70;0,38;0,168;0,00%;0,143;-19,52;-5,06;-0,35;-8,59;4,43;-3,32%;-6,23%;0,97;-3,50%;-14,05%;384.095,00;937.277.000,00;0,58;8,41%
LIXC3;1,75;-2,62;1,52;395,995;0,00%;0,069;0,28;-4,21;3,84;-6,37;-6,68;-9.413,21%;-14.386,80%;1,34;-1,90%;-57,85%;0,00;13.842.000,00;0,79;-75,90%
MRVE3;6,55;-2,57;0,71;0,376;0,00%;0,134;0,61;3,17;-0,57;9,65;8,06;11,86%;-14,75%;1,68;4,42%;-27,79%;63.131.500,00;5.158.010.000,00;1,52;8,93%
PTBL4;2,59;-2,49;1,47;0,142;0,00%;0,101;-4,79;3,54;-0,17;13,21;4,53;4,01%;-5,70%;0,94;3,90%;-59,00%;0,00;248.654.000,00;5,17;9,35%
KRSA3;8,87;-2,43;1,05;0,301;0,00%;0,142;1,30;2,92;-0,26;15,41;8,77;10,28%;-12,54%;1,59;5,53%;-43,14%;0,00;653.988.000,00;4,76;9,15%
BICB4;8,25;-2,43;2,21;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,00%;0,00;944.626.000,00;0,00;-31,19%
BICB3;8,00;-2,35;2,14;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,00%;0,00;944.626.000,00;0,00;-31,19%
DMFN3;12,50;-2,33;1,52;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-65,31%;0,00;507.216.000,00;0,00;89,76%
RCSL3;1,52;-2,27;-2,05;7,900;0,00%;1,161;-6,11;-9,70;-0,94;-9,70;-10,97;-81,43%;-369,69%;0,64;-12,35%;90,06%;190.847,00;-23.642.000,00;0,00;-37,46%
ARLA4;3,38;-2,21;-0,62;2,137;0,00%;0,442;-0,31;-6,74;-0,29;-17,87;-17,87;-31,72%;-96,55%;0,10;-13,71%;28,00%;0,00;-24.319.000,00;-1,02;-47,46%
LIXC4;1,45;-2,17;1,26;328,110;0,00%;0,057;0,23;-3,49;3,18;-5,65;-5,92;-9.413,21%;-14.386,80%;1,34;-1,90%;-57,85%;0,00;13.842.000,00;0,79;-75,90%
MMXM3;14,00;-2,17;-0,11;0,000;0,00%;0,710;-0,10;4,70;-0,09;18,64;18,64;0,00%;0,00%;0,01;25,93%;4,97%;0,00;-842.661.000,00;-0,32;-28,51%
OGXP3;1,63;-2,15;-0,98;0,000;0,00%;0,925;0,00;-16,46;0,00;-16,46;-16,46;0,00%;0,00%;0,00;0,00%;45,53%;0,00;-53.901.000,00;0,00;0,00%
NTCO3;10,80;-2,09;0,99;0,692;0,00%;0,426;1,94;5,35;-15,63;6,80;5,58;12,93%;-33,04%;1,68;10,09%;-47,14%;0,00;15.043.700.000,00;0,42;-15,90%
VTLM3;0,79;-2,07;-0,65;390,404;0,00%;53,237;-0,72;-2,88;-0,64;-2,88;-2,94;-13.548,50%;-18.860,60%;0,00;521,70%;31,47%;0,00;-19.776.000,00;0,00;43,48%
GFSA3;6,70;-2,01;0,04;0,077;0,00%;0,015;0,06;-0,35;-0,64;-6,96;-7,38;-22,24%;-3,85%;1,62;-4,50%;-1,86%;6.120.180,00;2.002.080.000,00;0,81;-2,29%
RCSL4;1,34;-2,00;-1,80;6,964;0,00%;1,024;-5,39;-8,55;-0,83;-8,55;-9,67;-81,43%;-369,69%;0,64;-12,35%;90,06%;2.529.280,00;-23.642.000,00;0,00;-37,46%
ARCZ3;3,66;-1,88;1,95;1,096;0,00%;0,369;1,53;9,50;-0,84;28,18;28,18;11,54%;-58,02%;2,86;4,03%;-103,98%;0,00;1.934.210.000,00;3,92;0,75%
ARCZ6;3,63;-1,86;1,94;1,087;0,00%;0,366;1,52;9,42;-0,84;28,10;28,10;11,54%;-58,02%;2,86;4,03%;-103,98%;0,00;1.934.210.000,00;3,92;0,75%
ESTR4;5,97;-1,86;-0,08;0,300;0,00%;0,136;-0,06;-4,80;-0,06;-16,21;-19,59;-6,25%;-16,12%;0,15;-3,12%;4,38%;8.218,21;-592.373.000,00;-0,19;-1,41%
SJOS3;1,19;-1,86;-0,08;9,005;0,00%;5,313;-0,09;-75,78;-0,08;-188,27;-188,27;-11,88%;-485,20%;0,01;0,53%;4,55%;0,00;-190.278.000,00;-0,13;-29,47%
VVAR11;14,58;-1,78;2,06;0,113;0,00%;0,095;-0,57;1,60;-0,18;5,91;3,88;7,02%;-6,32%;0,71;8,21%;-115,92%;0,00;1.539.000.000,00;6,78;-4,14%
VVAR4;4,84;-1,77;2,06;0,112;0,00%;0,094;-0,57;1,60;-0,18;5,90;3,88;7,02%;-6,32%;0,71;8,21%;-115,92%;0,00;1.539.000.000,00;6,78;-4,14%
BISA3;1,58;-1,77;1,18;1,692;0,00%;0,321;0,86;-4,02;-7,64;-6,21;-9,28;-42,05%;-96,36%;2,22;-8,50%;-66,94%;0,00;1.788.370.000,00;0,77;-24,23%
BCAL6;0,28;-1,70;-0,07;1,946;0,00%;13,030;-0,09;38,77;-0,07;452,65;452,65;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%
DJON4;0,18;-1,70;0,22;-0,956;0,00%;0,166;-1,29;-1,42;-0,85;-1,98;-1,98;67,37%;56,33%;0,24;-12,02%;-12,84%;0,00;2.702.000,00;0,09;45,19%
LUPA3;0,91;-1,69;0,40;0,493;0,00%;0,086;-1,60;-1,79;-0,17;-9,22;-11,46;-27,55%;-29,15%;0,83;-5,09%;-23,58%;103.322,00;106.634.000,00;1,68;3,88%
SPRI6;11,00;-1,68;1,24;0,000;0,00%;1,196;2,33;-3,21;2,47;-2,86;-2,88;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%
BLUT4;1,52;-1,66;0,14;0,000;0,00%;0,041;-0,22;-12,69;-0,06;-23,74;-23,74;0,00%;0,00%;0,00;-0,33%;-8,24%;10.453,20;56.569.000,00;0,12;0,00%
AZEV3;0,35;-1,66;0,27;1,093;0,00%;0,095;-1,23;-1,88;-0,22;-8,89;-12,86;-58,02%;-65,71%;0,74;-5,35%;-16,00%;667.342,00;779.741.000,00;1,01;39,75%
ARLA3;2,47;-1,62;-0,45;1,562;0,00%;0,323;-0,22;-4,92;-0,21;-16,06;-16,06;-31,72%;-96,55%;0,10;-13,71%;28,00%;0,00;-24.319.000,00;-1,02;-47,46%
AZEV4;0,34;-1,62;0,26;1,062;0,00%;0,092;-1,19;-1,83;-0,22;-8,83;-12,78;-58,02%;-65,71%;0,74;-5,35%;-16,00%;1.322.530,00;779.741.000,00;1,01;39,75%
SPRI3;10,51;-1,61;1,19;0,000;0,00%;1,143;2,23;-3,07;2,36;-2,72;-2,74;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%
SDIA3;6,42;-1,59;9,41;0,397;0,00%;0,418;-3,29;9,53;-0,83;23,15;23,15;4,16%;-25,09%;0,78;5,89%;-590,66%;0,00;459.230.000,00;17,27;13,42%
SDIA4;6,42;-1,59;9,41;0,397;0,00%;0,418;-3,29;9,53;-0,83;23,15;23,15;4,16%;-25,09%;0,78;5,89%;-590,66%;0,00;459.230.000,00;17,27;13,42%
ESTR3;5,10;-1,59;-0,07;0,256;0,00%;0,116;-0,05;-4,10;-0,05;-15,51;-18,74;-6,25%;-16,12%;0,15;-3,12%;4,38%;105,16;-592.373.000,00;-0,19;-1,41%
SCLO4;0,41;-1,58;-3,00;0,000;0,00%;6,965;-2,71;-1,34;-2,54;-1,43;-1,43;0,00%;0,00%;0,19;-525,74%;189,79%;0,00;-131.315,00;-0,21;0,00%
DUQE3;28,00;-1,58;-11,29;12,103;0,00%;0,428;-0,74;-1,65;-0,57;-2,70;-2,98;-732,92%;-767,60%;0,33;-28,21%;715,74%;0,00;-6.987.000,00;-7,19;-42,70%
ONCO3;2,15;-1,50;0,50;0,231;0,00%;0,138;1,47;3,36;-0,37;13,62;7,62;6,88%;-16,73%;1,40;5,00%;-33,18%;12.406.100,00;2.852.590.000,00;1,86;24,10%
DASA3;1,33;-1,38;0,22;0,120;0,00%;0,083;1,13;1,85;-0,23;9,11;3,67;6,47%;-8,66%;1,37;5,04%;-15,91%;1.803.160,00;7.611.980.000,00;1,04;10,87%
RAIZ4;0,92;-1,33;0,59;0,038;0,00%;0,070;0,53;4,80;-0,16;33,99;5,90;0,79%;-2,82%;1,45;1,82%;-44,05%;38.014.700,00;16.240.600.000,00;4,46;18,77%
VIVR3;0,79;-1,31;0,37;0,538;0,00%;0,128;1,57;-2,98;-0,66;-3,73;-3,88;-18,06%;-39,94%;1,23;-4,62%;-27,93%;135.698,00;82.564.000,00;0,26;2,22%
SPRI5;8,52;-1,30;0,96;0,000;0,00%;0,927;1,81;-2,49;1,91;-2,14;-2,15;0,00%;0,00%;66,47;-42,86%;-73,82%;0,00;22.420.000,00;0,00;-7,33%
IDVL4;2,67;-1,26;1,16;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,76%;0,00;237.683.000,00;0,00;0,00%
CEED3;9,00;-1,24;-0,16;0,105;0,00%;0,071;1,25;1,00;-0,06;9,64;7,27;10,47%;-8,43%;1,22;8,84%;13,09%;257,19;-3.777.380.000,00;-1,67;8,27%
PMET6;0,20;-1,21;-0,05;1,390;0,00%;9,307;-0,07;27,69;-0,05;441,57;441,57;5,02%;-114,49%;0,01;38,97%;4,10%;0,00;-290.863.000,00;-0,74;37,74%
BIED3;3,25;-1,21;1,34;0,246;0,00%;0,190;-0,84;35,64;-0,28;51,50;7,08;0,69%;-20,63%;0,31;0,55%;-110,79%;23.823,40;64.582.000,00;0,78;10,32%
IFCM3;0,12;-1,20;-1,40;0,298;0,00%;0,193;1,15;-0,20;-0,30;-0,81;-0,86;-150,61%;-24,94%;1,51;-136,39%;117,38%;1.263.190,00;-201.372.000,00;-4,82;10,77%
BHIA3;3,13;-1,15;1,33;0,072;0,00%;0,061;-0,37;1,03;-0,11;5,34;3,51;7,02%;-6,32%;0,71;8,21%;-115,92%;27.124.900,00;1.539.000.000,00;6,78;-4,14%
LGLO4;100,00;-1,05;0,65;0,225;0,00%;0,192;-0,32;-1,24;-0,32;-2,13;-2,13;-18,10%;-21,47%;0,14;-18,37%;-62,51%;0,00;5.191.000,00;0,49;-11,42%
IDVL3;2,16;-1,02;0,93;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;-91,76%;0,00;237.683.000,00;0,00;0,00%
PCAR3;3,70;-1,01;0,71;0,095;0,00%;0,099;-6,11;1,17;-0,17;2,87;1,64;8,08%;-9,37%;0,95;11,09%;-70,51%;62.824.800,00;2.553.000.000,00;1,73;-19,09%
BRKM3;7,34;-1,01;-1,54;0,075;0,00%;0,064;1,11;-19,84;-0,09;-142,77;9,22;-0,38%;-8,38%;1,21;-0,45%;152,67%;262.694,00;-3.805.000.000,00;-12,24;-5,69%
CSAN3;5,85;-0,93;1,52;0,251;0,00%;0,087;0,90;1,19;-0,17;7,02;4,68;21,00%;-22,87%;1,83;8,43%;-163,24%;212.246.000,00;7.191.060.000,00;9,29;21,26%
BRKM6;6,52;-0,89;-1,37;0,067;0,00%;0,057;0,99;-17,62;-0,08;-140,55;9,08;-0,38%;-8,38%;1,21;-0,45%;152,67%;3.776,88;-3.805.000.000,00;-12,24;-5,69%
OIBR4;4,94;-0,89;-0,11;7,160;0,00%;0,087;-0,51;-0,63;-0,06;-4,49;-5,98;-1.141,46%;-808,87%;0,59;-17,97%;11,89%;111.637,00;-15.496.000.000,00;-0,72;-45,94%
BRKM5;6,34;-0,87;-1,33;0,065;0,00%;0,055;0,96;-17,13;-0,08;-140,07;9,05;-0,38%;-8,38%;1,21;-0,45%;152,67%;31.844.700,00;-3.805.000.000,00;-12,24;-5,69%
DHBI3;19,00;-0,83;-0,17;0,869;0,00%;0,343;-0,16;-3,68;-0,13;-24,58;-59,55;-23,58%;-154,81%;0,12;-10,50%;21,03%;0,00;-456.340.000,00;-0,99;-23,62%
LETO5;2,06;-0,83;-0,14;0,000;0,00%;0,248;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;17,05%;0,00;-58.642.000,00;0,00;-17,38%
BDLL3;9,90;-0,81;-0,06;0,288;0,00%;0,031;-0,06;-1,58;-0,03;-18,49;-22,93;-18,27%;-35,53%;0,44;-2,06%;7,97%;466,37;-245.464.000,00;-0,73;25,33%
IENG3;0,15;-0,81;0,99;1,717;0,00%;0,110;-1,17;3,88;-0,30;25,11;25,11;44,29%;-224,61%;0,85;2,84%;-122,41%;0,00;52.234.000,00;5,45;8,13%
TOKY3;0,90;-0,76;409,10;0,121;0,00%;61,009;-4.783,61;-3,92;-88,85;-3,95;2,65;-3,09%;-18,85%;0,96;-1.707,69%;-53.833,30%;452.738,00;270.074,00;2,43;2,99%
SHOW3;5,88;-0,76;0,31;0,259;0,00%;0,099;1,07;-3,34;-1,10;-0,53;-1,11;-7,74%;-33,98%;1,19;-6,02%;-40,57%;431.451,00;128.624.000,00;0,50;87,70%
BAHI11;2,00;-0,74;0,82;0,152;0,00%;0,117;-0,51;21,93;-0,17;37,79;5,20;0,69%;-20,63%;0,31;0,55%;-110,79%;0,00;64.582.000,00;0,78;10,32%
TXRX3;9,98;-0,72;-0,11;0,372;0,00%;0,244;-0,24;-5,14;-0,09;-45,60;-103,02;-7,24%;-51,79%;0,28;-5,01%;15,80%;0,00;-374.140.000,00;-0,89;-7,28%
LATM11;28,65;-0,68;0,02;0,006;0,00%;0,003;-0,02;0,05;0,00;7,74;7,74;11,46%;-0,39%;0,49;6,55%;-2,37%;0,00;11.357.000.000,00;2,92;16,69%
CELM3;15,00;-0,67;-0,16;0,257;0,00%;0,132;-0,21;-1,02;-0,10;-4,26;-4,26;-25,14%;-38,36%;0,44;-15,60%;23,41%;0,00;-11.104.000,00;-0,66;5,80%
IENG5;0,12;-0,65;0,79;1,374;0,00%;0,088;-0,93;3,10;-0,24;24,33;24,33;44,29%;-224,61%;0,85;2,84%;-122,41%;0,00;52.234.000,00;5,45;8,13%
RDNI3;2,03;-0,64;0,46;0,211;0,00%;0,067;0,35;-1,59;-0,19;-10,44;-11,66;-13,29%;-32,08%;1,63;-4,55%;-71,56%;13.747,80;194.587.000,00;2,82;0,59%
TCSA3;1,28;-0,58;0,30;0,333;0,00%;0,082;-0,24;-0,71;-0,19;-4,50;-4,78;-46,61%;-58,13%;0,46;-12,44%;-51,23%;86.937,80;319.278.000,00;1,79;20,98%
BDLL4;7,01;-0,57;-0,05;0,204;0,00%;0,022;-0,04;-1,12;-0,02;-18,03;-22,36;-18,27%;-35,53%;0,44;-2,06%;7,97%;852,95;-245.464.000,00;-0,73;25,33%
BRPR3;131,17;-0,57;0,05;0,695;1.202,89%;0,038;1,73;12,11;-0,49;-3,70;-2,55;5,74%;-123,98%;1,12;0,35%;-9,34%;0,00;1.136.910.000,00;0,07;-25,05%
FRTA3;1,31;-0,49;-0,04;0,357;0,00%;0,088;-0,03;-0,68;-0,03;-17,74;-18,74;-52,65%;-72,29%;0,03;-18,02%;7,17%;0,00;-75.884.000,00;-0,89;-6,51%
REEM4;4,63;-0,48;-0,08;0,197;0,00%;0,137;-0,14;-4,33;-0,07;-3,84;-6,01;-4,54%;-40,65%;0,45;4,61%;15,78%;0,00;-372.708.000,00;0,00;-13,59%
CCXC3;1,16;-0,48;-0,04;0,000;0,00%;0,185;0,00;-0,65;0,00;-0,52;-0,52;0,00%;0,00%;0,00;0,00%;7,85%;0,00;-52.699.000,00;0,00;0,00%
MNDL4;0,38;-0,47;0,03;0,004;0,00%;0,003;-0,03;0,04;-0,01;5,60;4,75;9,00%;-0,81%;0,82;6,70%;-5,32%;0,00;150.298.000,00;3,33;11,73%
CTNM3;7,13;-0,46;-0,58;0,344;0,00%;0,073;-0,12;-0,51;-0,07;-3,40;-4,32;-67,36%;-137,36%;0,24;-17,07%;126,34%;0,00;-375.916.000,00;-3,54;-24,85%
DOCA3;11,00;-0,40;-0,03;-3,064;0,00%;0,030;-0,32;-0,26;-0,02;-6,86;-6,76;1.165,92%;636,17%;0,61;-12,48%;8,24%;0,00;-390.317.000,00;-0,82;-38,80%
FGUI4;0,38;-0,39;-0,07;0,507;0,00%;0,798;-0,07;-1,83;-0,06;-14,24;-14,24;-27,72%;-129,00%;0,04;-60,74%;17,32%;0,00;-222.024.000,00;-0,46;2,13%
FHER3;4,24;-0,36;-0,20;0,051;0,00%;0,067;-0,58;-0,96;-0,12;0,21;0,31;-5,27%;-14,16%;0,87;-23,77%;57,04%;32.373,20;-1.116.520.000,00;-0,03;8,51%
WISA4;0,25;-0,35;-0,01;0,219;0,00%;0,029;-0,06;-0,31;-0,01;-19,27;-19,27;-71,41%;-62,75%;0,18;-9,78%;2,39%;0,00;-205.386.000,00;-0,52;-48,66%
PLAS3;4,41;-0,33;-0,09;0,048;0,00%;0,088;-0,14;-2,31;-0,05;-13,44;8,82;-2,06%;-14,34%;0,33;-4,81%;26,34%;971,49;-626.989.000,00;-0,45;21,44%
LETO3;0,80;-0,32;-0,05;0,000;0,00%;0,096;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;17,05%;0,00;-58.642.000,00;0,00;-17,38%
PMAM4;5,84;-0,31;-0,07;0,880;0,00%;0,305;-0,08;-1,87;-0,06;-22,51;-33,98;-47,01%;-283,89%;0,05;-29,82%;23,04%;0,00;-6.658.140.000,00;-0,79;-47,30%
WISA3;0,20;-0,28;-0,01;0,175;0,00%;0,023;-0,05;-0,25;-0,01;-19,21;-19,21;-71,41%;-62,75%;0,18;-9,78%;2,39%;0,00;-205.386.000,00;-0,52;-48,66%
INEP3;1,30;-0,27;-0,04;18,567;0,00%;0,065;-0,05;-0,74;-0,03;-12,29;-13,31;-2.510,66%;-7.084,39%;0,08;-9,39%;15,09%;66.398,70;-1.498.350.000,00;-0,63;-26,87%
INEP4;1,30;-0,27;-0,04;18,567;0,00%;0,065;-0,05;-0,74;-0,03;-12,29;-13,31;-2.510,66%;-7.084,39%;0,08;-9,39%;15,09%;35.837,60;-1.498.350.000,00;-0,63;-26,87%
VVEO3;1,08;-0,24;0,20;0,030;0,00%;0,038;0,17;-2,84;-0,13;-26,10;16,02;-1,07%;-12,74%;1,74;-1,82%;-81,75%;1.716.710,00;1.787.200.000,00;2,05;17,48%
CTSA8;1,00;-0,23;0,21;0,283;0,00%;0,047;-0,13;-0,41;-0,08;-3,50;-4,12;-69,22%;-124,60%;0,30;-13,22%;-93,74%;0,00;130.725.000,00;1,66;-34,39%
CTAX3;1,15;-0,22;0,29;0,074;0,00%;0,027;-0,10;-1,12;-0,04;-6,53;18,71;-6,66%;-33,82%;0,38;-2,68%;-133,85%;4.586,77;104.280.000,00;2,21;-24,61%
AERI3;4,00;-0,21;-3,91;0,241;0,00%;0,122;1,13;-0,30;-0,18;-2,25;-2,55;-80,62%;-112,32%;1,41;-43,36%;1.823,36%;412.850,00;-63.526.000,00;-26,66;-25,14%
DOCA4;5,00;-0,18;-0,01;-1,393;0,00%;0,014;-0,15;-0,12;-0,01;-6,71;-6,62;1.165,92%;636,17%;0,61;-12,48%;8,24%;0,00;-390.317.000,00;-0,82;-38,80%
DUQE4;2,95;-0,17;-1,19;1,275;0,00%;0,045;-0,08;-0,17;-0,06;-1,23;-1,35;-732,92%;-767,60%;0,33;-28,21%;715,74%;0,00;-6.987.000,00;-7,19;-42,70%
FTRX3;0,13;-0,15;-0,02;0,206;0,00%;0,023;-0,04;-0,19;-0,01;-1,77;-2,27;-106,22%;-138,83%;0,06;-11,99%;13,50%;0,00;-154.535.000,00;-0,16;-31,25%
CTSA3;2,63;-0,15;0,13;0,278;0,00%;0,028;-0,09;-0,25;-0,05;-3,14;-3,63;-112,94%;-191,17%;0,33;-13,12%;-88,09%;400,07;142.686.000,00;1,53;-42,73%
SJOS4;0,09;-0,14;-0,01;0,681;0,00%;0,402;-0,01;-5,73;-0,01;-118,23;-118,23;-11,88%;-485,20%;0,01;0,53%;4,55%;0,00;-190.278.000,00;-0,13;-29,47%
